Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Phase 2 - General,3,Tourism,Daytime,Secondary Education,127.0,Portuguese,Other 11th,Basic Ed 2nd Cycle,Service,Industry,116.9,Yes,No,Yes,Paid,Female,No,18,No,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79,Dropout
Single,Over 23 Years,1,Oral Hygiene,Daytime,Secondary Education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled,Agriculture,100.0,Yes,No,No,Paid,Female,Yes,25,No,0,7,11,5,12.58,0,0,7,9,6,12.157142857142857,0,8.9,1.4,3.51,Graduate
Single,Phase 2 - General,5,Social Service,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Service,Industry,120.2,Yes,No,No,Paid,Female,Yes,19,No,0,6,9,5,11.333333333333334,0,0,6,6,6,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 Years,1,Biofuel Tech,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 2nd Cycle,Secondary Ed,Unskilled,Service,153.8,No,No,Yes,Paid,Male,No,35,No,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Phase 1 - General,4,Nursing,Daytime,Secondary Education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Service,120.1,Yes,No,No,Paid,Female,Yes,19,No,0,7,9,6,12.428571428571429,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,133.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,128.1,Yes,No,No,Paid,Male,Yes,18,No,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Dropout
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,143.0,Portuguese,Degree,Basic Ed 3rd Cycle,Technician,Armed Forces,126.8,No,No,No,Paid,Male,No,19,No,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,10.8,1.4,1.74,Graduate
Single,Course Change,1,Nursing,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Industry,125.7,Yes,No,No,Paid,Male,Yes,19,No,0,7,8,5,11.2,0,0,7,8,5,11.2,0,7.6,2.6,0.32,Enrolled
Single,Phase 2 - General,1,Communication Design,Daytime,Secondary Education,157.0,Portuguese,Degree,Degree,Technician,Technician,146.2,No,No,No,Paid,Male,No,18,No,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,Over 23 Years,1,Equinculture,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 3rd Cycle,Degree,Unskilled,Scientific,140.0,Yes,No,Yes,Paid,Male,No,24,No,0,6,13,5,13.142857142857142,0,0,6,15,3,12.666666666666666,0,16.2,0.3,-0.92,Dropout
Single,Course Change,1,Social Service Evening,Evening,Secondary Education,145.0,Spanish,Unknown,Unknown,Student,Student,134.5,Yes,No,No,Paid,Male,No,25,Yes,8,14,23,11,11.6875,0,6,10,20,8,11.142857142857142,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 Years,1,Informatics Engineering,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Degree,Unskilled,Technician,137.0,Yes,No,No,Paid,Male,No,28,No,0,5,11,4,10.5,0,0,5,12,4,11.0,4,7.6,2.6,0.32,Enrolled
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,111.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Service,Unskilled,107.5,No,No,No,Paid,Male,Yes,19,No,0,6,9,6,13.833333333333334,0,0,6,12,5,13.666666666666666,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,2,Informatics Engineering,Daytime,Secondary Education,116.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Unskilled,Industry,112.2,No,No,No,Paid,Male,No,19,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 Years,1,Equinculture,Daytime,11th Incomplete,133.1,Portuguese,Other 11th,Can Read,Other,Other,128.2,No,No,No,Unpaid,Male,Yes,30,No,0,5,13,0,0.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,135.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Admin,Service,126.8,Yes,No,No,Paid,Male,No,19,No,0,7,9,0,0.0,0,0,7,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Phase 2 - General,1,Management,Daytime,Secondary Education,145.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Admin,Admin,132.1,Yes,No,No,Paid,Male,No,21,No,0,5,10,1,10.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,118.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Technician,Service,110.0,No,No,No,Paid,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Over 23 Years,1,Agronomy,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled,Service,100.0,No,No,No,Unpaid,Male,No,29,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,115.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,114.3,No,No,No,Paid,Male,No,18,No,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout
Single,Phase 1 - General,2,Management,Daytime,Secondary Education,122.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Service,116.4,No,No,No,Paid,Male,No,21,No,0,5,10,3,11.25,0,0,5,9,3,11.0,0,15.5,2.8,-4.06,Enrolled
Single,Transfer,1,Communication Design,Daytime,Secondary Education,120.0,Portuguese,Degree,Bachelor,Technician,Legislative,116.9,No,No,No,Paid,Male,No,20,No,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout
Single,Institution Change,1,Management Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 2nd Cycle,Degree,Service,Technician,128.2,No,No,Yes,Paid,Male,No,24,No,3,10,15,7,10.714285714285714,0,3,10,11,9,12.555555555555555,0,12.4,0.5,1.79,Enrolled
Single,Phase 2 - General,2,Journalism,Daytime,Secondary Education,120.0,Portuguese,Secondary Ed,Secondary Ed,Scientific,Service,127.0,Yes,No,No,Unpaid,Male,No,18,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Transfer,1,Agronomy,Daytime,Secondary Education,140.0,Portuguese,Secondary Ed,Degree,Admin,Scientific,140.0,Yes,No,No,Paid,Male,No,23,No,0,6,14,5,12.0,0,0,6,12,5,12.142857142857142,0,15.5,2.8,-4.06,Enrolled
Single,Phase 1 - General,6,Management,Daytime,Secondary Education,127.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Legislative,Agriculture,120.0,Yes,No,No,Paid,Male,No,19,No,0,5,6,5,12.6,0,0,5,8,3,12.666666666666666,0,8.9,1.4,3.51,Graduate
Single,Higher Course Holders,1,Tourism,Daytime,Degree,110.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Technician,Technician,110.0,No,No,No,Paid,Male,No,35,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,148.0,Portuguese,Secondary Ed,Secondary Ed,Unskilled,Unskilled,127.0,Yes,No,No,Paid,Male,No,20,No,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,Graduate
Married,Over 23 Years,1,Social Service,Daytime,Professional Tech Course,170.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Machine Operator,Machine Operator,159.5,No,No,No,Paid,Male,No,33,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,146.0,Portuguese,Secondary Ed,Degree,Admin,Legislative,135.2,Yes,No,No,Paid,Male,No,18,No,0,6,7,6,14.166666666666666,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,127.0,Portuguese,Doctorate,Degree,Admin,Admin,122.8,Yes,No,No,Paid,Male,No,20,No,0,6,7,6,12.166666666666666,0,0,6,9,3,12.0,0,12.4,0.5,1.79,Enrolled
Single,Phase 2 - General,1,Journalism,Daytime,Secondary Education,125.0,Portuguese,Degree,Degree,Scientific,Technician,118.0,Yes,No,No,Paid,Male,No,19,No,0,6,12,4,10.8,0,0,6,14,3,11.0,0,13.9,-0.3,0.79,Dropout
Single,Phase 2 - General,5,Journalism,Daytime,Secondary Education,139.0,Portuguese,Basic Ed 2nd Cycle,Secondary Ed,Admin,Admin,123.6,Yes,No,No,Paid,Male,No,18,No,0,6,6,6,13.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 Years,1,Management Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry,Unskilled,111.0,No,No,No,Unpaid,Male,No,28,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,1,Management,Daytime,Secondary Education,146.0,Portuguese,Doctorate,Secondary Ed,Legislative,Service,144.6,No,No,No,Paid,Male,No,18,No,0,5,5,5,13.0,0,0,5,6,5,13.333333333333334,0,16.2,0.3,-0.92,Graduate
Single,Phase 1 - General,1,Journalism,Daytime,Secondary Education,109.0,Portuguese,Bachelor,Degree,Technician,Technician,111.8,Yes,No,Yes,Paid,Male,No,25,No,0,6,8,6,11.571428571428571,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Dropout
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,135.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Agriculture,122.1,No,Yes,Yes,Unpaid,Male,No,19,No,0,6,6,4,11.5,0,0,6,6,5,11.0,0,8.9,1.4,3.51,Dropout
Single,Phase 3 - General,2,Communication Design,Daytime,Secondary Education,122.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Service,Service,119.9,No,No,No,Paid,Male,No,18,No,0,6,8,5,11.0,0,0,6,6,4,10.75,0,9.4,-0.8,-3.12,Graduate
Single,Higher Course Holders,1,Agronomy,Daytime,Degree,130.0,Portuguese,Degree,Degree,Agriculture,Scientific,130.0,Yes,No,No,Paid,Male,No,29,No,1,6,10,6,17.11111111111111,0,2,6,9,6,15.571428571428571,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,1,Animation Design,Daytime,Secondary Education,124.0,Portuguese,Bachelor,Bachelor,Technician,Scientific,118.4,Yes,No,No,Paid,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,Phase 1 - General,1,Tourism,Daytime,Secondary Education,115.0,Portuguese,Degree,Bachelor,Admin,Service,112.6,No,No,No,Paid,Male,Yes,20,No,0,6,9,6,12.571428571428571,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate
Single,Tech Diploma,1,Agronomy,Daytime,Tech Specialization,150.0,Portuguese,Degree,Basic Ed 3rd Cycle,Scientific,Agriculture,150.0,No,No,No,Paid,Male,No,20,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Phase 1 - General,4,Communication Design,Daytime,Secondary Education,170.0,Portuguese,Degree,Degree,Scientific,Scientific,165.8,Yes,No,No,Paid,Male,No,18,No,0,6,7,6,14.5,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,6,Tourism,Daytime,Secondary Education,102.0,Portuguese,Degree,Secondary Ed,Scientific,Scientific,101.7,Yes,No,No,Paid,Male,Yes,21,No,0,6,6,6,13.5,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,Phase 2 - General,2,Tourism,Daytime,Secondary Education,140.0,Portuguese,Degree,Degree,Scientific,Scientific,124.3,No,No,No,Unpaid,Male,No,18,No,0,6,9,5,11.2,0,0,6,14,2,10.0,0,9.4,-0.8,-3.12,Dropout
Single,Phase 1 - General,5,Informatics Engineering,Daytime,Secondary Education,135.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Other,Other,122.1,Yes,No,No,Paid,Male,No,20,No,0,5,10,3,10.666666666666666,0,0,5,5,4,12.25,0,7.6,2.6,0.32,Graduate
Single,Course Change,1,Social Service Evening,Evening,Secondary Education,148.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,134.7,No,No,No,Paid,Female,No,23,No,9,13,15,9,11.0,0,4,11,12,7,11.571428571428571,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 Years,1,Management Evening,Evening,Secondary Education,140.0,Portuguese,Secondary Ed,Basic Ed 1st Cycle,Unskilled,Machine Operator,154.5,No,No,No,Paid,Female,No,26,No,0,1,2,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Phase 2 - General,3,Marketing,Daytime,Secondary Education,147.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Machine Operator,Machine Operator,128.8,No,No,Yes,Paid,Female,No,19,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 Years,1,Oral Hygiene,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,106.0,Yes,No,Yes,Unpaid,Female,Yes,24,No,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,157.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Industry,146.2,Yes,No,No,Paid,Female,Yes,20,No,0,6,8,6,15.25,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,1,Management Evening,Evening,Secondary Education,120.0,Portuguese,Basic Ed 2nd Cycle,Degree,Unskilled,Technician,116.9,Yes,No,Yes,Unpaid,Female,No,26,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 Years,1,Management,Daytime,Other 11th,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Industry,Unskilled,118.2,No,No,No,Paid,Female,No,31,No,0,5,8,1,13.0,2,0,5,9,4,12.25,0,10.8,1.4,1.74,Dropout
Married,Course Change,1,Nursing,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Armed Forces,105.7,Yes,No,No,Paid,Female,No,27,No,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,126.9,No,No,Yes,Paid,Female,No,24,No,0,6,8,6,13.285714285714286,0,0,6,13,6,12.875,0,11.1,0.6,2.02,Graduate
Single,Tech Diploma,1,Veterinary Nursing,Daytime,Tech Specialization,150.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Meal Prep,Unskilled Industry,150.0,Yes,No,No,Paid,Female,No,23,No,0,6,11,4,11.5,0,0,6,12,4,12.2,0,8.9,1.4,3.51,Enrolled
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,115.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Machine Operator,108.4,Yes,No,No,Paid,Female,Yes,20,No,0,7,8,7,11.9625,0,0,8,9,8,13.044444444444444,0,13.9,-0.3,0.79,Graduate
Single,Phase 1 - General,6,Nursing,Daytime,Secondary Education,118.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Service,Service,114.2,Yes,No,No,Paid,Female,No,20,No,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,Graduate
Single,Over 23 Years,1,Nursing,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 2nd Cycle,Secondary Ed,Unskilled,Admin,140.0,Yes,No,No,Paid,Female,No,24,No,0,8,8,7,14.985714285714286,0,0,8,8,7,14.985714285714286,0,12.7,3.7,-1.7,Graduate
Married,Over 23 Years,1,Management,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,142.5,No,No,No,Paid,Female,No,39,No,0,5,8,4,11.25,0,0,5,8,4,11.5,0,11.1,0.6,2.02,Enrolled
Single,Phase 1 - General,2,Journalism,Daytime,Secondary Education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Technician,Unskilled,126.5,Yes,No,No,Paid,Female,No,18,No,0,6,8,4,12.5,0,0,6,6,5,12.6,0,12.7,3.7,-1.7,Graduate
Single,Phase 2 - General,3,Veterinary Nursing,Daytime,Secondary Education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled,Unskilled,111.3,No,No,No,Paid,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,130.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Technician,125.1,Yes,No,No,Paid,Female,No,18,No,0,7,10,7,13.78,0,0,8,10,8,13.661,0,15.5,2.8,-4.06,Graduate
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,141.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Industry,126.3,Yes,No,No,Paid,Female,No,19,No,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate
Single,Phase 2 - General,1,Veterinary Nursing,Daytime,Secondary Education,138.0,Portuguese,Secondary Ed,Basic Ed 3rd Cycle,Admin,Unskilled,142.2,Yes,No,No,Paid,Female,No,18,No,0,5,7,5,13.8,0,0,5,5,5,12.6,0,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,1,Marketing,Daytime,Secondary Education,113.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Unskilled,110.2,Yes,No,No,Paid,Female,No,22,No,0,5,7,3,12.666666666666666,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Enrolled
Single,Phase 2 - General,4,Nursing,Daytime,Secondary Education,135.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Admin,127.0,Yes,No,No,Paid,Female,No,18,No,0,7,7,7,14.424285714285714,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate
Single,Phase 1 - General,1,Social Service,Daytime,Secondary Education,137.0,Portuguese,Degree,Secondary Ed,Admin,Unskilled,128.6,No,No,No,Paid,Female,Yes,18,No,0,6,7,6,13.166666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
Divorced,Over 23 Years,1,Management Evening,Evening,Secondary Education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,130.4,No,No,No,Paid,Female,No,30,No,0,5,10,3,10.666666666666666,0,0,5,8,5,10.4,0,12.7,3.7,-1.7,Enrolled
Married,Course Change,1,Social Service,Daytime,Other 11th,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,134.4,No,No,No,Paid,Female,No,34,No,9,16,20,14,12.071428571428571,1,11,13,13,11,12.272727272727272,0,7.6,2.6,0.32,Graduate
Single,Over 23 Years,1,Social Service Evening,Evening,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,100.0,No,No,No,Paid,Female,No,38,No,0,6,10,3,10.25,0,0,6,7,1,12.0,0,13.9,-0.3,0.79,Dropout
Single,Phase 1 - General,1,Nursing,Daytime,Secondary Education,142.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Industry,Industry,133.0,Yes,No,No,Paid,Female,Yes,19,No,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12,Graduate
Single,Phase 2 - General,3,Basic Education,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Service,Industry,126.7,Yes,No,No,Paid,Female,No,19,No,0,6,9,5,12.4,0,0,6,10,3,10.666666666666666,0,10.8,1.4,1.74,Dropout
Single,Course Change,1,Journalism,Daytime,Secondary Education,129.0,Portuguese,Secondary Ed,Secondary Ed,Admin,Machine Operator,129.0,No,No,No,Unpaid,Female,No,21,No,0,6,7,6,12.0,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Dropout
Single,Phase 2 - General,1,Journalism,Daytime,Secondary Education,141.0,Portuguese,Bachelor,Degree,Scientific,Scientific,133.7,Yes,No,No,Paid,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,5,Veterinary Nursing,Daytime,Secondary Education,118.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Admin,Industry,122.2,Yes,No,No,Paid,Female,Yes,20,No,0,6,7,6,15.428571428571429,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
Single,Phase 2 - General,5,Management,Daytime,Secondary Education,131.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Service,Service,128.9,No,No,No,Paid,Female,Yes,18,No,0,5,7,5,11.6,0,0,5,11,5,11.4,4,16.2,0.3,-0.92,Graduate
Single,Phase 1 - General,3,Communication Design,Daytime,Secondary Education,161.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Service,Service,154.4,Yes,No,No,Paid,Female,No,18,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,Higher Course Holders,1,Oral Hygiene,Daytime,Bachelor Degree,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,130.0,Yes,No,No,Paid,Female,Yes,36,No,0,7,9,1,9.8,0,0,7,7,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Phase 2 - General,4,Management,Daytime,Secondary Education,121.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Agriculture,Industry,113.0,Yes,No,No,Paid,Female,Yes,18,No,0,5,12,4,10.714285714285714,0,0,5,9,4,11.0,0,13.9,-0.3,0.79,Graduate
Single,Course Change,1,Equinculture,Daytime,Higher Ed Frequency,133.1,Portuguese,Secondary Ed,9th Incomplete,Admin,Other,123.3,Yes,No,No,Paid,Female,Yes,21,No,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Tech Diploma,1,Equinculture,Daytime,Tech Specialization,130.0,Portuguese,Secondary Ed,Degree,Unskilled,Scientific,130.0,Yes,No,Yes,Paid,Female,Yes,21,No,1,6,13,3,12.333333333333334,0,1,6,12,1,13.0,0,13.9,-0.3,0.79,Dropout
Single,International Student,1,Veterinary Nursing,Daytime,Secondary Education,133.1,Brazilian,Degree,Degree,Admin,Scientific,101.3,No,No,No,Paid,Female,No,18,Yes,0,6,13,6,13.0,0,0,6,15,6,12.25,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,6,Marketing,Daytime,Secondary Education,120.0,Portuguese,Secondary Ed,10th Year,Admin,Service,113.7,Yes,No,No,Paid,Female,No,18,No,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Graduate
Single,Phase 1 - General,2,Nursing,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled,Industry,138.8,Yes,No,No,Paid,Female,No,19,No,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,Graduate
Married,Over 23 Years,1,Agronomy,Daytime,Basic Ed 3rd Cycle,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled,Admin,140.0,No,No,Yes,Paid,Female,No,29,No,0,6,11,5,12.6,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
Single,Tech Diploma,1,Management,Daytime,Tech Specialization,130.0,Portuguese,Basic Ed 3rd Cycle,Secondary Ed,Unskilled,Technician,130.0,No,No,No,Paid,Female,Yes,20,No,4,7,8,7,13.0,0,2,5,5,5,13.4,0,11.1,0.6,2.02,Graduate
Single,Phase 2 - General,2,Nursing,Daytime,Secondary Education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled,Unskilled,132.5,Yes,No,No,Paid,Female,No,18,No,0,7,7,6,14.316666666666668,0,0,7,7,6,14.316666666666668,0,7.6,2.6,0.32,Graduate
Single,Phase 1 - General,1,Veterinary Nursing,Daytime,Secondary Education,124.0,Portuguese,Bachelor,Secondary Ed,Admin,Armed Forces,117.4,Yes,No,No,Paid,Female,No,19,No,0,5,7,4,12.75,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate
Single,Phase 1 - General,3,Management,Daytime,Secondary Education,115.0,Portuguese,Secondary Ed,Basic Ed 2nd Cycle,Technician,Machine Operator,109.8,Yes,No,No,Paid,Female,Yes,19,No,0,5,5,5,13.4,0,0,5,5,5,12.6,0,8.9,1.4,3.51,Graduate
Single,Over 23 Years,1,Social Service Evening,Evening,Secondary Education,100.0,Portuguese,Other 11th,Doctorate,Unskilled,Admin,116.5,No,No,Yes,Unpaid,Female,No,37,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Phase 1 - General,2,Veterinary Nursing,Daytime,Secondary Education,162.0,Portuguese,Basic Ed 1st Cycle,Secondary Ed,Unskilled,Unskilled,165.2,Yes,No,No,Paid,Female,Yes,18,No,0,5,6,4,15.75,0,0,5,5,5,13.8,0,10.8,1.4,1.74,Graduate
